MASHONALAND EAST PROVINCE :2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,FACILITY,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Chikomba,Chikomba West  ,Chikomba RDC,2,Machoi Sales Pens Tent.,1800CHIK0202,0,56,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,81,81
Chikomba,Chikomba West  ,Chikomba RDC,2,Majumba Primary School,1800CHIK0203,0,90,0,0,0,2,0,3,0,0,0,0,0,0,83,1,0,0,0,0,0,0,0,2,0,181,179
Chikomba,Chikomba West  ,Chikomba RDC,2,Mboe Primary School,1800CHIK0204,0,113,0,0,1,0,0,1,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,2,0,231,229
,,,,4 Polling Stations,WARD TOTAL,3,355,1,0,1,3,0,5,0,1,0,0,0,0,400,2,0,0,0,1,0,0,0,6,0,778,772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,4,Gamanya Primary School,1800CHIK0401,3,72,2,0,0,2,0,2,0,0,0,0,1,0,168,0,0,0,1,0,0,0,0,3,0,254,251
Chikomba,Chikomba West  ,Chikomba RDC,4,Mutoro Primary School,1800CHIK0402,0,70,1,0,0,0,2,0,0,0,1,0,0,0,158,0,0,0,0,0,0,0,0,3,0,235,232
Chikomba,Chikomba West  ,Chikomba RDC,4,Wiltshire HQ Business Centre Tent,1800CHIK0403,0,67,0,0,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,2,0,155,153
Chikomba,Chikomba West  ,Chikomba RDC,4,Zuru Primary School,1800CHIK0404,0,28,0,0,0,0,0,2,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2,0,85,83
,,,,4 Polling Stations,WARD TOTAL,3,237,3,0,1,2,2,4,0,0,1,0,1,0,464,0,0,0,1,0,0,0,0,10,0,729,719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,5,Chamukwenjera Primary School,1800CHIK0501,0,124,1,0,0,0,2,1,0,0,0,0,0,0,100,2,0,0,0,1,0,0,0,3,0,234,231
Chikomba,Chikomba West  ,Chikomba RDC,5,Manyene Primary School,1800CHIK0502,1,121,0,0,0,2,1,5,0,0,0,0,0,0,116,3,0,0,1,0,0,0,1,3,0,254,251
Chikomba,Chikomba West  ,Chikomba RDC,5,Mukuruva Primary School,1800CHIK0503,2,195,0,0,1,0,0,3,1,0,0,0,0,0,146,5,0,1,0,0,0,1,2,7,0,364,357
Chikomba,Chikomba West  ,Chikomba RDC,5,Zimondi St Mark Secondary School,1800CHIK0504,3,300,3,0,1,2,0,8,0,0,0,1,0,0,182,3,1,1,2,0,0,0,2,13,0,522,509
,,,,4 Polling Stations,WARD TOTAL,6,740,4,0,2,4,3,17,1,0,0,1,0,0,544,13,1,2,3,1,0,1,5,26,0,"1,374","1,348"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,6,All Saints Primary School,1800CHIK0601,6,352,0,0,1,2,0,10,0,1,0,1,1,0,254,2,2,2,1,1,1,1,2,5,0,645,640
Chikomba,Chikomba West  ,Chikomba RDC,6,Marondamashanu Primary School,1800CHIK0602,4,222,4,0,0,2,1,6,0,0,2,1,1,0,203,0,1,0,2,0,0,1,1,8,0,459,451
,,,,2  Polling Stations,WARD TOTAL,10,574,4,0,1,4,1,16,0,1,2,2,2,0,457,2,3,2,3,1,1,2,3,13,0,"1,104","1,091"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,7,Chawagona Primary School,1800CHIK0701,0,59,0,0,0,0,1,0,0,0,1,0,0,0,365,0,0,0,0,0,0,1,0,9,0,436,427
Chikomba,Chikomba West  ,Chikomba RDC,7,Chigonero Primary School,1800CHIK0702,0,34,0,0,0,0,0,0,0,1,0,0,0,0,500,1,0,0,0,0,0,0,0,1,0,537,536
Chikomba,Chikomba West  ,Chikomba RDC,7,Chiwashira Primary School,1800CHIK0703,0,28,0,0,0,0,0,2,0,0,0,0,0,0,200,1,0,0,1,0,0,0,0,4,0,236,232
Chikomba,Chikomba West  ,Chikomba RDC,7,Kadungure Primary School,1800CHIK0704,0,55,1,1,0,3,1,3,0,0,0,0,0,0,699,0,0,0,2,0,0,0,0,11,0,776,765
Chikomba,Chikomba West  ,Chikomba RDC,7,Kurima Primary School,1800CHIK0705,0,18,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,137,137
Chikomba,Chikomba West  ,Chikomba RDC,7,Manhize Primary School,1800CHIK0706,1,23,0,0,0,0,0,0,0,0,0,0,0,0,311,1,0,0,0,0,0,0,0,0,0,336,336
Chikomba,Chikomba West  ,Chikomba RDC,7,Masarirambi Primary School,1800CHIK0707,0,45,0,1,0,1,0,0,0,0,1,0,0,0,458,0,0,1,0,0,0,0,0,3,0,510,507
Chikomba,Chikomba West  ,Chikomba RDC,7,Pasichigare Primary School,1800CHIK0708,0,29,0,0,0,1,0,0,0,0,0,0,0,0,385,0,0,1,0,1,0,0,0,4,0,421,417
,,,,8 Polling Stations,WARD TOTAL,1,291,1,2,0,5,2,5,0,1,2,0,0,0,3037,3,0,2,3,1,0,1,0,32,0,"3,389","3,357"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,8,Charira Primary School,1800CHIK0801,2,53,1,1,0,0,1,0,0,0,0,0,0,0,340,0,0,0,1,0,0,0,0,7,0,406,399
Chikomba,Chikomba West  ,Chikomba RDC,8,Chigara Primary School,1800CHIK0802,1,24,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,6,0,349,343
Chikomba,Chikomba West  ,Chikomba RDC,8,Hitler hunzvi Primary School,1800CHIK0803,1,102,0,0,0,1,0,0,0,0,0,0,0,0,409,0,0,0,2,0,0,0,0,10,0,525,515
Chikomba,Chikomba West  ,Chikomba RDC,8,Makumimavi Primary School,1800CHIK0804,0,53,1,0,0,1,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,1,0,279,278
Chikomba,Chikomba West  ,Chikomba RDC,8,Marondamashanu Anglican Church Tent,1800CHIK0805,0,36,0,0,0,0,0,1,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,2,0,63,61
Chikomba,Chikomba West  ,Chikomba RDC,8,Mashayamvura Primary School,1800CHIK0806,0,48,0,0,0,0,0,1,0,0,0,0,0,0,447,0,0,0,0,1,0,0,0,4,0,501,497
Chikomba,Chikomba West  ,Chikomba RDC,8,Munyati Primary School,1800CHIK0807,0,109,1,0,0,0,0,4,0,0,1,0,0,0,282,0,0,1,2,1,0,0,0,3,0,404,401
Chikomba,Chikomba West  ,Chikomba RDC,8,Nhakayedu Primary School,1800CHIK0808,2,37,0,0,0,0,0,0,0,0,1,0,0,0,270,2,0,0,3,0,0,0,0,6,0,321,315
Chikomba,Chikomba West  ,Chikomba RDC,8,Shingirirai Primary School,1800CHIK0809,0,43,1,0,0,0,1,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,4,0,272,268
Chikomba,Chikomba West  ,Chikomba RDC,8,Tagwinya Primary School,1800CHIK0810,0,33,0,0,0,0,1,0,0,0,0,0,0,0,210,0,0,0,0,1,0,0,0,3,0,248,245
,,,,10 Polling Stations,WARD TOTAL,6,538,4,1,0,2,3,6,0,0,2,1,0,0,2744,3,0,1,8,3,0,0,0,46,0,"3,368","3,322"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,9,Liebenburg Secondary School,1800CHIK0901 A,1,435,0,1,0,0,1,1,2,0,0,0,1,0,227,2,0,0,4,0,1,0,0,6,0,682,676
Chikomba,Chikomba West  ,Chikomba RDC,9,Liebenburg Secondary School,1800CHIK0901 B,1,448,1,0,0,0,0,3,0,0,0,0,0,0,235,1,0,1,2,0,0,0,0,5,0,697,692
Chikomba,Chikomba West  ,Chikomba RDC,9,Northwood Primary School,1800CHIK0902 A,3,275,0,0,0,0,1,3,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,9,0,472,463
Chikomba,Chikomba West  ,Chikomba RDC,9,Northwood Primary School,1800CHIK0902 B,1,273,0,0,0,0,0,4,0,0,1,0,0,0,170,0,1,2,2,0,1,0,0,4,0,459,455
,,,,4 Polling Stations,WARD TOTAL,6,1431,1,1,0,0,2,11,2,0,1,0,1,0,813,3,1,3,8,0,2,0,0,24,0,"2,310","2,286"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,10,Chivhu A Primary School,1800CHIK1001,0,466,0,0,0,0,1,5,0,0,0,1,0,0,301,3,0,0,1,0,0,0,0,8,0,786,778
Chikomba,Chikomba West  ,Chikomba RDC,10,Chivhu B Primary School,1800CHIK1002 A,0,337,0,0,0,1,3,1,0,0,0,0,0,0,158,1,0,0,1,0,0,0,0,5,0,507,502
Chikomba,Chikomba West  ,Chikomba RDC,10,Chivhu B Primary School,1800CHIK1002 B,1,314,3,0,1,0,2,4,1,0,0,0,0,0,166,0,0,0,0,0,0,0,0,3,0,495,492
,,,,3  Polling Stations,WARD TOTAL,1,1117,3,0,1,1,6,10,1,0,0,1,0,0,625,4,0,0,2,0,0,0,0,16,0,"1,788","1,772"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,11,Anglican Church Tent,1800CHIK1101,1,512,0,0,0,1,1,3,0,0,0,0,0,0,278,1,0,1,4,0,0,0,0,4,0,806,802
,,,,1 Polling Stations,WARD TOTAL,1,512,0,0,0,1,1,3,0,0,0,0,0,0,278,1,0,1,4,0,0,0,0,4,0,806,802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,12,Chivhu Hall,1800CHIK1201,1,307,0,0,0,0,2,1,0,0,1,0,0,0,167,1,0,1,0,0,0,1,0,5,0,487,482
Chikomba,Chikomba West  ,Chikomba RDC,12,Uaa Church Tent,1800CHIK1202,0,282,1,0,0,0,2,0,0,0,0,0,0,0,168,1,0,0,0,0,0,0,0,1,0,455,454
,,,,2 Polling Station,WARD TOTAL,1,589,1,0,0,0,4,1,0,0,1,0,0,0,335,2,0,1,0,0,0,1,0,6,0,942,936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,13,Hampshire Sales Pens Tent,1800CHIK1301,0,56,0,0,1,0,0,3,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,1,0,168,167
,,,,1 Polling Station,WARD TOTAL,0,56,0,0,1,0,0,3,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,1,0,168,167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chikomba West  ,Chikomba RDC,15,Chivese Primary School,1800CHIK1501,4,156,2,1,0,0,0,2,0,0,0,0,0,1,169,4,1,0,1,0,0,0,1,6,0,348,342
Chikomba,Chikomba West  ,Chikomba RDC,15,Mudonzvo Primary School,1800CHIK1502,3,196,4,0,1,1,1,4,0,0,2,0,0,0,196,1,1,0,2,1,0,0,0,12,0,425,413
Chikomba,Chikomba West  ,Chikomba RDC,15,Mutemachani Primary School,1800CHIK1503,1,116,0,0,0,1,0,0,0,0,0,0,0,1,103,4,0,0,1,0,0,0,2,10,0,239,229
Chikomba,Chikomba West  ,Chikomba RDC,15,Nyazvidzi Primary School,1800CHIK1504,2,110,2,0,1,1,1,5,0,0,1,0,0,1,321,2,0,1,0,0,0,0,0,3,0,451,448
Chikomba,Chikomba West  ,Chikomba RDC,15,Simukai Primary School,1800CHIK1505,5,252,1,0,0,0,0,4,0,0,0,0,0,2,337,1,0,0,1,0,0,0,0,3,0,606,603
,,,,5 Polling Stations,WARD TOTAL,15,830,9,1,2,3,2,15,0,0,3,0,0,5,1126,12,2,1,5,1,0,0,3,34,0,"2,069","2,035"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,15,Muvande Primary School,5900MAN1501,2,128,2,0,0,2,0,3,0,1,0,0,0,1,387,0,0,1,3,2,1,0,0,7,0,540,533
Seke,Chikomba West,Manyame RDC,15,Joyce Mine Clinic,5900MAN1502,0,44,1,0,0,0,0,1,0,0,0,0,0,0,175,0,0,1,3,1,0,0,0,5,0,231,226
Seke,Chikomba West,Manyame RDC,15,Logan Lee Primary School,5900MAN1503,2,30,0,0,0,1,0,0,0,0,0,0,0,0,190,0,0,1,0,0,1,0,1,2,0,228,226
Seke,Chikomba West,Manyame RDC,15,Mallen Homestead Hall,5900MAN1504,2,21,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,1,0,0,0,1,4,0,218,214
,,,,4 Polling Stations,WARD TOTAL,6,223,3,0,0,3,0,4,0,1,0,0,0,1,941,0,0,3,7,3,2,0,2,18,0,"1,217","1,199"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,17,Ruvangwe Primary School,5900MAN1701,1,17,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0,0,0,0,1,0,0,2,0,150,148
Seke,Chikomba West,Manyame RDC,17,Mupfure Primary School,5900MAN1702,3,69,1,0,0,0,0,0,0,1,0,0,0,0,284,1,0,0,0,0,1,0,1,4,0,365,361
Seke,Chikomba West,Manyame RDC,17,Tsunga Primary School,5900MAN1703,2,62,1,0,0,0,1,0,0,0,0,0,0,0,155,1,0,0,1,0,0,0,1,3,0,227,224
,,,,3 Polling Stations,WARD TOTAL,6,148,2,0,0,0,1,0,0,1,0,0,0,0,567,3,0,0,1,0,2,0,2,9,0,742,733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,18,Masasa Primary School,5900MAN1801,3,94,3,0,0,0,1,1,0,0,0,1,0,0,411,0,0,0,0,1,0,1,0,7,0,523,516
Seke,Chikomba West,Manyame RDC,18,Village 6 Tent,5900MAN1802,1,16,0,0,0,0,0,0,1,0,0,0,0,0,85,0,0,0,1,0,0,0,0,0,0,104,104
,,,,2  Polling Stations,WARD TOTAL,4,110,3,0,0,0,1,1,1,0,0,1,0,0,496,0,0,0,1,1,0,1,0,7,0,627,620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,19,Chihoro Primary School,5900MAN1901,2,36,0,0,0,1,0,0,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,3,0,209,206
Seke,Chikomba West,Manyame RDC,19,Ringa Primary School,5900MAN1902,1,105,0,0,0,1,0,0,0,0,0,0,0,1,247,1,0,0,0,0,1,0,0,0,0,357,357
,,,,2 Polling Stations,WARD TOTAL,3,141,0,0,0,2,0,0,0,0,0,0,0,1,413,2,0,0,0,0,1,0,0,3,0,566,563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,20,Chisarasara Primary School,5900MAN2001,1,45,0,0,0,0,1,0,0,0,0,0,0,0,279,0,0,0,0,0,1,0,0,8,0,335,327
Seke,Chikomba West,Manyame RDC,20,Karreboom Primary School,5900MAN2002,2,65,1,1,0,0,0,0,1,0,0,0,0,0,249,1,0,0,0,0,0,0,0,6,0,326,320
Seke,Chikomba West,Manyame RDC,20,Wemel (Tagarika) Primary School,5900MAN2003,1,44,1,0,0,0,0,2,0,0,0,0,1,1,415,0,0,0,0,2,1,0,0,5,0,473,468
Seke,Chikomba West,Manyame RDC,20,52km Peg Tent,5900MAN2004,0,64,0,0,0,0,1,2,0,0,1,0,0,0,230,0,0,0,1,0,0,0,0,6,0,305,299
,,,,4 Polling Stations,WARD TOTAL,4,218,2,1,0,0,2,4,1,0,1,0,1,1,1173,1,0,0,1,2,2,0,0,25,0,"1,439","1,414"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Chikomba West,Manyame RDC,21,Buma Bamala Tent,5900MAN2101,1,14,1,0,0,1,0,0,0,0,0,1,0,0,87,0,0,0,0,0,0,0,0,0,0,105,105
Seke,Chikomba West,Manyame RDC,21,Dangarendove Primary School,5900MAN2102,0,65,0,0,0,1,0,2,0,0,0,0,0,1,230,0,0,0,0,1,0,0,0,2,0,302,300
Seke,Chikomba West,Manyame RDC,21,Wheelerdale Primary School,5900MAN2103,0,26,0,0,0,0,0,0,1,0,0,0,0,0,115,0,0,0,0,0,1,1,0,1,0,145,144
,,,,3 Polling Stations,WARD TOTAL,1,105,1,0,0,2,0,2,1,0,0,1,0,1,432,0,0,0,0,1,1,1,0,3,0,552,549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chikomba West Constituency Total,,,80,"8,428",44,6,10,33,31,110,8,5,13,7,5,9,"16,026",53,7,17,53,18,11,7,15,291,0,"25,287","24,996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,9,Chipunza Farm Tent,2500GZI0901,4,258,0,1,1,1,0,6,0,0,0,0,0,0,236,4,1,1,0,1,0,0,0,3,0,517,514
Goromonzi,Goromonzi North,Goromonzi RDC,9,Frascati Farm Tent,2500GZI0902,0,68,1,0,0,0,1,0,0,0,0,0,0,1,231,2,0,0,0,0,0,0,0,8,0,312,304
Goromonzi,Goromonzi North,Goromonzi RDC,9,Henry John Reihmer Clinic,2500GZI0903,0,56,1,0,1,0,1,1,0,0,0,0,1,0,146,0,0,0,0,0,0,0,1,3,0,211,208
Goromonzi,Goromonzi North,Goromonzi RDC,9,Ivordale Primary School,2500GZI0904,4,232,1,1,0,2,2,4,0,0,0,0,0,1,425,2,1,0,0,0,0,0,2,5,0,682,677
Goromonzi,Goromonzi North,Goromonzi RDC,9,Saratoga Farm Tent,2500GZI0905,0,16,0,0,0,0,0,2,0,0,0,1,0,0,182,0,1,0,0,2,0,0,0,6,0,210,204
,,,,5 Polling Stations,WARD TOTAL,8,630,3,2,2,3,4,13,0,0,0,1,1,2,1220,8,3,1,0,3,0,0,3,25,0,"1,932","1,907"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,10,Chipangura Primary School,2500GZI1001,3,101,1,0,0,1,0,1,0,0,1,0,0,0,152,0,0,1,2,0,0,0,0,3,0,266,263
Goromonzi,Goromonzi North,Goromonzi RDC,10,Gwamura Business Centre Tent,2500GZI1002,0,51,0,0,0,1,0,1,0,0,0,0,0,1,112,1,0,1,0,0,0,0,0,2,0,170,168
Goromonzi,Goromonzi North,Goromonzi RDC,10,Inyagui Primary School,2500GZI1003,4,93,1,0,0,2,2,2,0,0,0,0,0,0,327,2,0,2,1,0,0,0,1,1,0,438,437
Goromonzi,Goromonzi North,Goromonzi RDC,10,St Alois Chidhawu Primary School,2500GZI1004,3,61,0,0,0,0,0,3,0,1,0,0,0,0,262,0,0,1,2,0,1,0,1,8,0,343,335
Goromonzi,Goromonzi North,Goromonzi RDC,10,St Francis Bosha Primary School,2500GZI1005,3,142,1,0,1,0,2,1,0,0,0,0,0,0,258,1,1,0,3,0,0,0,0,6,0,419,413
Goromonzi,Goromonzi North,Goromonzi RDC,10,St Francis Bosha Secondary School,2500GZI1006,3,136,6,0,0,0,0,2,0,0,0,0,0,1,399,1,1,2,0,1,0,0,1,3,0,556,553
,,,,6 Polling Stations,WARD TOTAL,16,584,9,0,1,4,4,10,0,1,1,0,0,2,1510,5,2,7,8,1,1,0,3,23,0,"2,192","2,169"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,11,Kadyamadare Primary School,2500GZI1101,6,301,3,0,0,1,1,7,0,0,0,0,0,0,315,1,0,3,3,2,0,1,1,7,0,652,645
Goromonzi,Goromonzi North,Goromonzi RDC,11,Marufu Camp Rest,2500GZI1102,0,154,2,0,0,1,0,2,0,1,0,0,0,1,167,2,0,0,11,0,0,0,0,4,0,345,341
Goromonzi,Goromonzi North,Goromonzi RDC,11,Maturi Dehwe Primary School,2500GZI1103,3,118,4,0,0,1,2,2,0,0,0,1,0,0,237,2,0,1,2,2,0,2,0,2,0,379,377
Goromonzi,Goromonzi North,Goromonzi RDC,11,Mavhudzi Primary School,2500GZI1104,6,235,2,0,0,1,1,2,0,0,1,0,1,1,146,0,0,1,2,1,0,0,1,1,0,402,401
Goromonzi,Goromonzi North,Goromonzi RDC,11,Mukombami Secondary School,2500GZI1105 A,6,196,1,1,3,1,1,4,1,0,0,0,0,1,196,6,0,0,1,2,0,0,1,1,0,422,421
Goromonzi,Goromonzi North,Goromonzi RDC,11,Mukombami Secondary School,2500GZI1105 B,1,205,1,0,0,1,0,4,2,0,1,0,0,0,196,1,0,1,3,0,0,3,0,12,0,431,419
Goromonzi,Goromonzi North,Goromonzi RDC,11,St Judes Primary School,2500GZI1106,4,196,5,0,0,1,0,3,0,0,0,1,0,1,292,1,0,4,1,0,1,0,2,10,0,522,512
,,,,7  Polling Station,WARD TOTAL,26,1405,18,1,3,7,5,24,3,1,2,2,1,4,1549,13,0,10,23,7,1,6,5,37,0,"3,153","3,116"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,12,Gosha Primary School,2500GZI1201,3,219,2,0,0,0,0,6,0,0,0,0,0,0,287,2,0,0,1,0,1,1,0,7,0,529,522
Goromonzi,Goromonzi North,Goromonzi RDC,12,Juru Council Offices,2500GZI1202,0,287,2,0,0,0,0,0,0,0,0,0,0,0,204,1,0,1,0,0,0,0,0,0,0,495,495
Goromonzi,Goromonzi North,Goromonzi RDC,12,Juru Primary School,2500GZI1203,1,425,1,1,0,0,1,3,0,0,0,0,0,0,304,0,1,1,5,0,2,0,0,5,0,750,745
Goromonzi,Goromonzi North,Goromonzi RDC,12,Mwanza Primary School,2500GZI1204 A,2,216,2,1,0,0,1,10,1,1,0,0,0,0,410,0,0,1,1,0,0,0,0,10,0,656,646
Goromonzi,Goromonzi North,Goromonzi RDC,12,Mwanza Primary School,2500GZI1204 B,0,211,3,2,0,1,1,8,0,0,0,0,0,0,426,1,0,0,3,0,1,0,0,5,0,662,657
Goromonzi,Goromonzi North,Goromonzi RDC,12,Nherera Business Centre Tent,2500GZI1205,1,254,1,0,1,0,3,0,0,1,0,0,0,1,403,1,0,3,1,0,0,0,0,11,0,681,670
Goromonzi,Goromonzi North,Goromonzi RDC,12,St Johns High School,2500GZI1206 A,1,273,1,0,0,2,0,6,0,0,0,1,0,0,245,3,1,0,1,1,0,1,0,6,0,542,536
Goromonzi,Goromonzi North,Goromonzi RDC,12,St Johns High School,2500GZI1206 B,0,262,1,0,0,1,1,11,0,1,0,0,0,0,245,0,0,1,0,0,0,0,1,11,0,535,524
,,,,8 Polling Stations,WARD TOTAL,8,2147,13,4,1,4,7,44,1,3,0,1,0,1,2524,8,2,7,12,1,4,2,1,55,0,"4,850","4,795"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,13,Atlanta Farm Tent,2500GZI1301,0,47,2,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,,0,1,0,0,7,0,254,247
Goromonzi,Goromonzi North,Goromonzi RDC,13,Chinyika Farm Shed,2500GZI1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,2,0,49,47
Goromonzi,Goromonzi North,Goromonzi RDC,13,Lonely Park,2500GZI1303,0,59,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,1,0,0,0,0,4,0,478,474
Goromonzi,Goromonzi North,Goromonzi RDC,13,Mashona Kop Farm House,2500GZI1304,0,11,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,1,0,0,0,0,0,3,0,87,84
Goromonzi,Goromonzi North,Goromonzi RDC,13,Vuta Primary School,2500GZI1305,2,45,0,0,0,1,0,0,0,0,0,0,0,0,284,1,0,1,0,0,1,0,0,2,0,337,335
,,,,5 Polling Stations,WARD TOTAL,2,162,2,0,0,2,0,0,0,0,0,0,0,0,1013,1,0,2,1,0,2,0,0,18,0,"1,205","1,187"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,14,Arcturus Primary School,2500GZI1401 A,2,312,1,0,0,0,0,3,1,0,1,0,0,1,163,0,1,0,3,0,1,0,0,7,0,496,489
Goromonzi,Goromonzi North,Goromonzi RDC,14,Arcturus Primary School,2500GZI1401 B,1,345,1,0,0,0,0,0,0,0,0,0,0,0,154,2,0,0,1,0,0,0,0,3,0,507,504
Goromonzi,Goromonzi North,Goromonzi RDC,14,Musirikwi Primary School,2500GZI1402,1,189,1,0,0,0,1,2,0,1,0,0,0,0,294,1,0,1,2,0,0,0,0,9,0,502,493
Goromonzi,Goromonzi North,Goromonzi RDC,14,St James Craig Primary School,2500GZI1403,1,167,0,0,1,0,0,1,0,0,0,0,0,0,208,2,0,2,0,0,0,2,1,14,0,399,385
Goromonzi,Goromonzi North,Goromonzi RDC,14,Valley Growers Shed,2500GZI1404,1,87,0,0,0,0,1,0,0,0,0,0,0,0,146,0,0,0,1,0,0,0,0,5,0,241,236
,,,,5  Polling Stations,WARD TOTAL,6,1100,3,0,1,0,2,6,1,1,1,0,0,1,965,5,1,3,7,0,1,2,1,38,0,"2,145","2,107"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi North,Goromonzi RDC,15,Chishawasha Primary School,2500GZI1501,1,309,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,0,0,1,0,0,4,0,420,416
Goromonzi,Goromonzi North,Goromonzi RDC,15,Proton Primary School,2500GZI1502,1,215,0,1,0,1,1,1,0,0,0,0,0,0,454,1,0,1,0,0,0,0,0,5,0,681,676
Goromonzi,Goromonzi North,Goromonzi RDC,15,St Joseph’s Primary School,2500GZI1503,1,241,0,0,0,0,0,1,0,0,0,0,0,0,98,3,1,0,2,1,0,0,0,1,0,349,348
