MIDLANDS PROVINCE 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATION NAME,Polling Station Code,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Shurugwi,Shurugwi North,Tongogara RDC,16,Hilton Ddf Tent,6600TON1604,0,35,0,0,0,0,0,0,0,0,0,0,0,1,101,0,0,0,0,0,0,0,0,1,0,138,137
Shurugwi,Shurugwi North,Tongogara RDC,16,Village 10 B Tent,6600TON1605,0,28,0,0,0,0,0,1,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,3,0,135,132
Shurugwi,Shurugwi North,Tongogara RDC,16,Village 14 Business Centre Tent,6600TON1606,1,74,0,0,0,1,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,1,3,0,286,283
Shurugwi,Shurugwi North,Tongogara RDC,16,Zviumwa Secondary School,6600TON1607,0,74,0,1,0,0,0,6,1,0,0,0,0,0,137,0,0,0,0,0,0,0,0,2,0,221,219
,,,,7 Polling Stations,Ward Total,2,302,1,1,0,1,3,9,1,0,0,0,0,1,1099,2,0,0,1,0,0,1,1,26,0,1451,1425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,17,Beacon Kop Primary School,6600TON1701,0,27,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,8,0,341,333
Shurugwi,Shurugwi North,Tongogara RDC,17,Chikwingwizha Secondary School,6600TON1702,2,134,0,0,0,0,0,2,1,0,0,0,0,3,344,1,0,2,1,1,0,0,0,5,0,496,491
Shurugwi,Shurugwi North,Tongogara RDC,17,Highlands Farm House Tent,6600TON1703,0,12,0,0,0,0,0,1,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,1,0,142,141
Shurugwi,Shurugwi North,Tongogara RDC,17,Surprise Art Centre,6600TON1704,0,107,0,0,0,1,0,1,0,0,0,0,0,0,205,1,1,0,0,0,0,0,0,5,0,321,316
Shurugwi,Shurugwi North,Tongogara RDC,17,Totonga Primary School,6600TON1705,2,56,0,0,0,2,0,0,0,0,0,0,0,0,318,0,0,1,0,0,3,0,1,6,0,389,383
,,,,5 Polling Stations,Ward Total,4,336,0,0,0,3,0,4,1,0,0,0,0,3,1301,2,1,3,1,1,3,0,1,25,0,1689,1664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,18,Bethel Primary School,6600TON1801 A,0,105,1,0,0,3,1,1,0,0,0,0,1,0,347,2,0,0,0,0,0,1,0,7,0,469,462
Shurugwi,Shurugwi North,Tongogara RDC,18,Bethel Primary School,6600TON1801 B,3,79,2,0,1,0,1,2,0,0,0,0,0,0,382,1,0,0,1,1,1,0,0,8,0,482,474
Shurugwi,Shurugwi North,Tongogara RDC,18,Boterekwa Primary School,6600TON1802,1,33,0,0,0,0,3,0,0,0,0,0,0,0,416,3,1,0,0,0,0,0,0,2,0,459,457
Shurugwi,Shurugwi North,Tongogara RDC,18,Circle V Tent,6600TON1803,1,74,0,0,0,0,1,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,1,0,336,335
Shurugwi,Shurugwi North,Tongogara RDC,18,Dombojena Primary School,6600TON1804,3,67,2,0,0,2,0,3,0,0,0,1,0,0,372,2,1,1,1,1,1,0,0,19,2,476,457
Shurugwi,Shurugwi North,Tongogara RDC,18,Falcon Clinic Tent,6600TON1805,0,172,0,0,0,0,0,1,0,0,0,0,0,0,185,0,0,1,1,0,1,0,1,3,0,365,362
Shurugwi,Shurugwi North,Tongogara RDC,18,Gwenhoro Primary School,6600TON1806,1,25,0,0,0,0,0,0,0,0,1,0,0,0,102,0,0,0,0,0,0,0,0,3,0,132,129
Shurugwi,Shurugwi North,Tongogara RDC,18,Impali Source Primary School A,6600TON1807,0,257,0,0,0,0,0,1,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,3,0,313,310
Shurugwi,Shurugwi North,Tongogara RDC,18,Impali Source Primary School B,6600TON1808,2,302,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,1,0,0,1,0,4,0,348,344
Shurugwi,Shurugwi North,Tongogara RDC,18,Link Road Turn Off Tent,6600TON1809,0,115,1,0,0,0,0,2,0,0,0,0,0,0,249,1,0,0,0,0,0,0,0,7,0,375,368
Shurugwi,Shurugwi North,Tongogara RDC,18,Mangwende Farm House Tent,6600TON1810,0,18,0,0,0,1,2,0,0,0,0,0,0,1,185,0,0,0,0,0,0,0,0,4,0,211,207
Shurugwi,Shurugwi North,Tongogara RDC,18,MSASA PRIMARY SCHOOL,6600TON1811 A,1,67,2,0,0,0,1,0,1,0,0,0,0,0,424,0,0,0,0,0,2,0,0,16,0,514,498
Shurugwi,Shurugwi North,Tongogara RDC,18,MSASA PRIMARY SCHOOL,6600TON1811 B,2,52,0,0,0,0,1,1,0,0,0,0,0,0,422,0,0,0,1,0,0,0,0,14,0,493,479
Shurugwi,Shurugwi North,Tongogara RDC,18,Pompey 2 Mine (William) Tent,6600TON1812,0,9,1,0,0,0,0,2,0,0,0,0,0,0,225,0,0,0,0,1,1,0,0,2,0,241,239
Shurugwi,Shurugwi North,Tongogara RDC,18,Zhaugwe North Primary School,6600TON1813,0,35,1,0,0,1,0,1,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,8,0,249,241
,,,,15 Polling Stations,Ward Total,14,1410,10,0,1,7,10,14,1,0,1,1,2,1,3859,10,2,2,5,3,6,2,1,101,2,5463,5362
Shurugwi,Shurugwi North,Tongogara RDC,19,Chironde Primary School,6600TON1901,2,250,2,2,0,7,1,7,0,0,2,0,1,3,453,0,1,0,1,0,1,0,0,20,0,753,733
Shurugwi,Shurugwi North,Tongogara RDC,19,Gutsaruzhinji Primary School,6600TON1902,0,19,1,0,0,0,0,0,0,0,0,0,0,2,306,1,1,1,0,0,0,0,1,15,0,347,332
Shurugwi,Shurugwi North,Tongogara RDC,19,Mponda Farm House Tent,6600TON1903,1,42,0,0,0,2,0,0,0,0,0,0,0,0,134,1,0,0,0,0,1,0,0,6,0,187,181
Shurugwi,Shurugwi North,Tongogara RDC,19,Unki Mine Tent,6600TON1904,0,55,1,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,137,137
Shurugwi,Shurugwi North,Tongogara RDC,19,Zvishazha Primary School,6600TON1905,7,127,1,0,2,0,0,2,0,1,0,1,3,0,314,3,0,1,0,0,0,0,1,5,0,468,463
,,,,5 Polling Stations,Ward Total,10,493,5,2,2,9,1,9,0,1,2,1,4,5,1287,6,2,2,1,0,2,0,2,46,0,1892,1846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi North Constituency Total,,,,,,56,10363,40,7,9,39,35,112,9,3,20,6,9,25,16470,45,10,19,38,14,25,11,14,396,2,27775,27379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,2,Batanai Primary School,6600TON0201,4,178,3,2,0,2,1,3,0,0,0,2,0,2,573,1,1,0,1,0,1,1,1,19,0,795,776
Shurugwi,Shurugwi South,Tongogara RDC,2,Nyagari Primary School,6600TON0202,2,91,2,0,1,3,0,5,0,0,0,0,0,2,193,0,0,0,1,0,1,0,0,9,0,310,301
,,,,2 Polling Stations,Ward Total,6,269,5,2,1,5,1,8,0,0,0,2,0,4,766,1,1,0,2,0,2,1,1,28,0,1105,1077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,3,Jobolingo Primary School,6600TON0301,0,37,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,86,86
Shurugwi,Shurugwi South,Tongogara RDC,3,Rockford Primary School,6600TON0302,0,18,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,0,2,0,92,90
,,,,2 Polling Stations,Ward Total,0,55,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,1,0,0,0,0,2,0,178,176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,4,Gamwa Primary School,6600TON0401,0,53,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,1,0,0,0,0,0,137,137
Shurugwi,Shurugwi South,Tongogara RDC,4,Gamwa Secondary School,6600TON0402,0,46,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,2,0,111,109
,,,,2 Polling Stations,Ward Total,0,99,1,0,0,0,1,0,0,0,0,0,0,0,144,0,0,0,0,1,0,0,0,2,0,248,246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,5,Dhlodhlo Primary School,6600TON0501,0,86,1,0,0,1,1,1,0,0,0,0,1,0,90,1,0,0,1,0,0,0,0,3,0,186,183
Shurugwi,Shurugwi South,Tongogara RDC,5,Jongwe Primary School,6600TON0502,1,93,3,0,1,2,1,2,0,0,0,0,0,2,191,0,0,0,1,1,0,0,0,11,0,309,298
Shurugwi,Shurugwi South,Tongogara RDC,5,Mfiri/ Banga Health Centre,6600TON0503,0,79,3,0,0,0,1,2,0,0,0,0,0,0,216,0,0,0,0,0,2,0,0,8,0,311,303
Shurugwi,Shurugwi South,Tongogara RDC,5,New Gato Primary School,6600TON0504,1,112,0,1,0,0,0,2,0,0,0,0,0,0,172,1,1,0,0,1,2,0,0,3,0,296,293
Shurugwi,Shurugwi South,Tongogara RDC,5,Old Gato Primary School,6600TON0505,1,36,0,0,0,0,0,2,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,0,111,106
,,,,5 Polling Stations,Ward Total,3,406,7,1,1,3,3,9,0,0,0,0,1,2,736,2,1,0,2,2,4,0,0,30,0,1213,1183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,6,China Gansu Tent,6600TON0601,2,24,0,0,0,1,1,0,0,0,0,0,0,0,153,1,0,0,0,0,0,1,0,3,0,186,183
Shurugwi,Shurugwi South,Tongogara RDC,6,Zvamatenga Primary School,6600TON0602,0,53,0,0,0,0,1,2,0,0,1,0,0,0,285,0,0,0,0,1,1,0,0,1,0,345,344
,,,,2 Polling Stations,Ward Total,2,77,0,0,0,1,2,2,0,0,1,0,0,0,438,1,0,0,0,1,1,1,0,4,0,531,527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,7,Chikato Primary School,6600TON0701,5,235,5,0,0,0,0,1,0,1,0,0,0,1,415,1,0,0,3,1,1,0,1,17,0,687,670
Shurugwi,Shurugwi South,Tongogara RDC,7,Chinho Primary School,6600TON0702,1,125,3,0,0,1,1,0,0,0,0,0,0,1,248,1,0,0,1,0,0,0,1,4,0,387,383
Shurugwi,Shurugwi South,Tongogara RDC,7,Kemesi Business Centre Tent,6600TON0703,1,23,1,0,0,1,0,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,4,0,129,125
,,,,3 Polling Stations,Ward Total,7,383,9,0,0,2,1,1,0,1,0,0,0,2,761,2,1,0,4,1,1,0,2,25,0,1203,1178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,8,Banga Primary School,6600TON0801,3,65,3,0,0,2,1,1,1,2,0,0,0,1,436,2,0,3,0,0,0,1,1,10,0,532,522
Shurugwi,Shurugwi South,Tongogara RDC,8,Chekenyu Primary School,6600TON0802,0,50,2,0,0,0,1,1,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,1,0,202,201
Shurugwi,Shurugwi South,Tongogara RDC,8,Makotore Primary School,6600TON0803,1,121,1,0,0,0,0,4,0,0,0,0,0,1,232,0,0,2,1,3,0,0,1,7,0,374,367
Shurugwi,Shurugwi South,Tongogara RDC,8,Mukandapi Business Centre Tent,6600TON0804,1,153,3,0,0,1,0,3,0,0,0,1,0,0,308,1,0,2,1,2,1,0,2,4,0,483,479
,,,,4 Polling Stations,Ward Total,5,389,9,0,0,3,2,9,1,2,0,1,0,2,1123,3,0,7,2,5,1,1,4,22,0,1591,1569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,9,Gundura Primary School,6600TON0901,0,95,0,0,1,0,0,1,0,2,0,1,1,2,246,1,0,0,2,0,0,0,1,8,0,361,353
Shurugwi,Shurugwi South,Tongogara RDC,9,Jabangwe Business Centre Tent,6600TON0902,3,68,1,0,1,0,1,1,0,0,0,0,0,0,244,2,0,1,0,0,0,0,0,4,0,326,322
Shurugwi,Shurugwi South,Tongogara RDC,9,Jack Business Centre Tent,6600TON0903,2,130,1,0,0,1,3,0,1,1,0,0,0,1,339,1,0,1,0,0,0,0,0,11,0,492,481
Shurugwi,Shurugwi South,Tongogara RDC,9,Makonde Primary School,6600TON0904,0,105,0,0,0,1,0,1,0,0,0,1,0,0,249,0,0,0,0,0,1,0,0,3,0,361,358
Shurugwi,Shurugwi South,Tongogara RDC,9,Rusike Primary School,6600TON0905,0,103,3,0,0,2,0,8,0,0,0,0,0,0,231,0,1,1,1,0,0,0,0,6,0,356,350
,,,,5 Polling Stations,Ward Total,5,501,5,0,2,4,4,11,1,3,0,2,1,3,1309,4,1,3,3,0,1,0,1,32,0,1896,1864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,10,Banda Business Centre Tent,6600TON1001,3,139,0,1,1,3,3,3,0,0,0,0,0,0,320,1,0,1,1,1,0,0,0,5,0,482,477
Shurugwi,Shurugwi South,Tongogara RDC,10,Donga DDF Tent,6600TON1002 A,0,224,2,0,0,1,1,1,0,0,0,1,0,0,222,0,0,1,0,1,1,1,0,10,0,466,456
Shurugwi,Shurugwi South,Tongogara RDC,10,Donga DDF Tent,6600TON1002 B,0,207,0,0,0,1,0,0,1,0,0,0,0,1,263,1,0,3,0,2,0,0,1,6,0,486,480
Shurugwi,Shurugwi South,Tongogara RDC,10,Donga Chachacha Post Office,6600TON1003,0,227,0,0,0,0,0,0,0,0,0,0,0,0,284,1,0,0,1,0,0,0,0,7,0,520,513
Shurugwi,Shurugwi South,Tongogara RDC,10,Mhangami Primary School,6600TON1004,2,61,1,1,0,0,3,3,0,0,0,0,0,1,222,0,0,0,0,0,0,0,0,5,0,299,294
Shurugwi,Shurugwi South,Tongogara RDC,10,Ndawora Primary School,6600TON1005,2,243,0,0,0,1,4,3,0,0,0,0,0,0,263,1,0,0,2,0,0,0,0,6,0,525,519
,,,,6 Polling Stations,Ward Total,7,1101,3,2,1,6,11,10,1,0,0,1,0,2,1574,4,0,5,4,4,1,1,1,39,0,2778,2739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,11,Chanaiwa Business Centre Tent,6600TON1101,3,183,0,1,0,2,2,1,0,1,0,0,0,0,259,1,2,2,1,0,0,0,1,6,0,465,459
Shurugwi,Shurugwi South,Tongogara RDC,11,Makandire Primary School,6600TON1102,0,67,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0,0,0,0,6,0,127,121
Shurugwi,Shurugwi South,Tongogara RDC,11,Matamba Primary School,6600TON1103,0,137,2,1,0,2,0,5,0,0,0,0,1,0,300,2,0,0,2,0,1,1,0,12,0,466,454
Shurugwi,Shurugwi South,Tongogara RDC,11,Mavedzenge Primary School,6600TON1104,0,45,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,,95,95
Shurugwi,Shurugwi South,Tongogara RDC,11,Mpangayi Secondary School,6600TON1105,1,280,2,0,0,1,0,5,0,1,0,0,0,0,182,2,0,0,0,2,0,0,0,5,0,481,476
Shurugwi,Shurugwi South,Tongogara RDC,11,Wida Primary School,6600TON1106,2,155,0,0,0,1,0,2,0,0,0,0,1,1,211,1,0,1,0,1,1,5,0,2,0,384,382
,,,,6 Polling Stations,Ward Total,6,867,4,2,0,6,2,13,0,2,0,0,2,1,1055,6,2,4,3,3,2,6,1,31,0,2018,1987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,20,Bokai Secondary School,6600TON2001,1,59,2,0,2,0,0,1,0,0,0,0,0,0,196,1,1,0,0,0,0,0,1,10,0,274,264
Shurugwi,Shurugwi South,Tongogara RDC,20,Marishongwe Primary School,6600TON2002,1,24,0,0,1,0,0,1,1,0,0,0,0,0,346,0,1,0,0,0,2,0,0,6,0,383,377
Shurugwi,Shurugwi South,Tongogara RDC,20,Pakame Primary School,6600TON2003,0,96,2,2,0,1,0,2,1,0,0,0,0,0,285,1,0,2,0,0,0,0,0,4,0,396,392
Shurugwi,Shurugwi South,Tongogara RDC,20,Ruchanyu Primary School,6600TON2004,1,35,0,0,0,1,0,0,0,0,0,0,0,1,257,1,0,0,1,0,0,0,0,3,0,300,297
,,,,4 Polling Stations,Ward Total,3,214,4,2,3,2,0,4,2,0,0,0,0,1,1084,3,2,2,1,0,2,0,1,23,0,1353,1330
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,21,Dorset Secondary School,6600TON2101 A,0,108,4,0,0,1,0,6,0,0,0,0,0,0,301,1,0,0,0,0,1,1,0,7,0,430,423
Shurugwi,Shurugwi South,Tongogara RDC,21,Dorset Secondary School,6600TON2101 B,2,103,2,0,2,2,1,1,0,0,0,0,0,1,310,2,0,0,0,0,0,0,0,5,0,431,426
Shurugwi,Shurugwi South,Tongogara RDC,21,Kashambi Primary School,6600TON2102,0,33,0,0,0,1,1,3,0,0,0,0,0,0,302,1,0,0,0,0,1,0,2,3,0,347,344
Shurugwi,Shurugwi South,Tongogara RDC,21,Reitfontein Tent,6600TON2103,0,15,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,1,0,0,0,1,0,362,361
Shurugwi,Shurugwi South,Tongogara RDC,21,Zhaugwe South Primary School,6600TON2104,0,72,2,0,1,1,0,4,1,0,1,0,0,0,652,0,1,0,1,0,1,0,1,12,0,750,738
,,,,5 Polling Stations,Ward Total,2,331,8,0,3,5,2,14,1,0,1,0,0,1,1910,4,1,0,1,1,3,1,3,28,0,2320,2292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,22,Tokwe Primary School,6600TON2201,0,72,0,0,0,0,0,1,0,0,0,0,0,0,150,0,0,0,0,1,0,0,0,3,0,227,224
,,,,1 Polling Station,Ward Total,0,72,0,0,0,0,0,1,0,0,0,0,0,0,150,0,0,0,0,1,0,0,0,3,0,227,224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,23,Gwanza Primary School,6600TON2301,3,126,0,0,1,0,1,1,0,0,0,0,0,0,231,1,0,0,0,0,0,1,2,5,0,372,367
Shurugwi,Shurugwi South,Tongogara RDC,23,Nantes Village Tent,6600TON2302,0,47,2,0,1,0,2,0,0,0,0,0,1,1,250,0,0,0,0,0,1,0,0,9,0,314,305
,,,,2 Polling Stations,Ward Total,3,173,2,0,2,0,3,1,0,0,0,0,1,1,481,1,0,0,0,0,1,1,2,14,0,686,672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi South,Tongogara RDC,24,Kushinga A Secondary School,6600TON2401,2,101,1,0,0,0,1,0,0,0,1,0,1,0,136,1,0,0,0,0,0,0,1,4,0,249,245
Shurugwi,Shurugwi South,Tongogara RDC,24,Kushinga B Secondary School,6600TON2402,1,52,1,1,0,0,0,0,0,0,0,0,0,0,172,1,0,1,0,0,0,0,0,1,0,230,229
Shurugwi,Shurugwi South,Tongogara RDC,24,Masimba Village Tent,6600TON2403,2,133,1,1,0,0,0,0,0,0,0,0,0,0,111,1,0,0,1,0,0,0,0,4,0,254,250
Shurugwi,Shurugwi South,Tongogara RDC,24,Mazivisa Primary School,6600TON2404,2,144,0,0,0,0,1,1,0,0,0,0,0,0,119,1,0,0,1,0,0,0,0,4,0,273,269
Shurugwi,Shurugwi South,Tongogara RDC,24,Shamba Primary School,6600TON2405,2,109,1,0,0,0,3,0,0,0,0,0,0,0,105,0,1,0,0,0,0,0,0,1,0,222,221
,,,,5 Polling Stations,Ward Total,9,539,4,2,0,0,5,1,0,0,1,0,1,0,643,4,1,1,2,0,0,0,1,14,0,1228,1214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi South Constituency Total,,,,,,58,5476,61,11,13,37,37,84,6,8,3,6,6,19,12293,36,10,22,25,19,19,12,17,297,0,18575,18278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi District Total,,,,,,114,15839,101,18,22,76,72,196,15,11,23,12,15,44,28763,81,20,41,63,33,44,23,31,693,2,46350,45657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvishavane,Zvishavane Ngezi,Runde RDC,3,Lundi Primary School,6700RDC0301,0,28,0,1,0,0,0,0,0,0,0,0,0,1,440,0,0,0,0,2,0,0,0,3,0,475,472
Zvishavane,Zvishavane Ngezi,Runde RDC,3,Muzvondiwa Business Centre Community Hall Tent,6700RDC0302,0,25,0,0,1,0,1,0,0,0,0,0,0,0,365,1,0,1,0,1,0,0,0,8,0,403,395
Zvishavane,Zvishavane Ngezi,Runde RDC,3,Sinami Primary School,6700RDC0303,1,66,1,0,0,1,1,1,0,0,0,0,0,0,450,2,0,0,0,1,1,0,0,5,0,530,525
,,,,3 Polling Stations,Ward Total,1,119,1,1,1,1,2,1,0,0,0,0,0,1,1255,3,0,1,0,4,1,0,0,16,0,1408,1392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Dowa/Mhondongori Primary School,6700RDC0501,1,52,1,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,1,0,0,1,0,165,164
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Mapirimira Primary School,6700RDC0502,1,31,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,223,223
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Mimosa Mine Compound Tent,6700RDC0503,0,350,2,0,0,0,0,0,0,0,0,0,0,0,100,1,0,1,0,0,0,0,0,5,0,459,454
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Village 1 Tent,6700RDC0504,0,11,0,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,2,0,110,108
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Village 4 Tent,6700RDC0505,0,55,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,1,0,0,0,0,0,2,0,176,174
Zvishavane,Zvishavane Ngezi,Runde RDC,5,Village 6 community hall,6700RDC0506,0,21,0,0,0,0,1,2,0,1,0,0,0,0,129,1,1,0,0,0,0,0,0,5,2,161,156
,,,,6 Polling Stations,Ward Total,2,520,3,0,0,1,1,2,0,1,0,0,0,0,743,2,1,2,0,0,1,0,0,15,2,1294,1279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvishavane,Zvishavane Ngezi,Runde RDC,6,Govarizadze Secondary School,6700RDC0601,0,81,0,0,0,1,0,1,0,1,0,0,0,0,189,1,0,0,0,0,0,1,0,6,0,281,275
Zvishavane,Zvishavane Ngezi,Runde RDC,6,Mapanzure Clinic Tent,6700RDC0602,0,17,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,1,0,0,0,80,80
Zvishavane,Zvishavane Ngezi,Runde RDC,6,Mapazuli Primary School,6700RDC0603,0,111,1,0,0,0,0,5,0,0,0,0,1,0,272,0,0,0,0,1,1,0,0,2,0,394,392
Zvishavane,Zvishavane Ngezi,Runde RDC,6,Nyama Business Centre Tent,6700RDC0604,0,120,0,0,0,1,0,2,0,1,0,0,0,0,398,2,0,1,0,0,0,0,0,6,0,531,525
Zvishavane,Zvishavane Ngezi,Runde RDC,6,Sivanga Primary School,6700RDC0605,0,94,1,0,0,0,3,2,1,0,0,0,0,0,306,0,0,1,0,0,1,0,0,5,0,414,409
,,,,5 Polling Stations,Ward Total,0,423,2,0,0,2,3,10,1,2,0,0,1,0,1226,4,0,2,0,1,2,2,0,19,0,1700,1681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvishavane,Zvishavane Ngezi,Runde RDC,11,Mabwematema Community Hall,6700RDC1101,1,94,3,0,0,0,0,2,0,0,0,0,0,0,181,1,0,1,0,0,0,0,0,5,0,288,283
Zvishavane,Zvishavane Ngezi,Runde RDC,11,Masarasara Business Centre Tent,6700RDC1102,0,93,2,0,0,0,1,0,0,0,0,0,0,0,161,1,0,0,0,0,0,0,0,0,0,258,258
Zvishavane,Zvishavane Ngezi,Runde RDC,11,Msipani Primary School,6700RDC1103,0,68,0,0,0,0,0,1,0,0,1,0,0,0,116,0,1,0,0,0,0,0,0,1,0,188,187
Zvishavane,Zvishavane Ngezi,Runde RDC,11,Rusvinge Primary School,6700RDC1104,2,58,2,0,0,0,0,2,0,0,0,0,0,0,101,0,0,0,0,0,0,0,1,2,0,168,166
Zvishavane,Zvishavane Ngezi,Runde RDC,11,Wedza Primary School,6700RDC1105,0,113,0,0,0,0,0,4,0,0,0,0,0,0,231,3,1,1,0,0,0,0,0,5,0,358,353
,,,,5 Polling Stations,Ward Total,3,426,7,0,0,0,1,9,0,0,1,0,0,0,790,5,2,2,0,0,0,0,1,13,0,1260,1247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvishavane,Zvishavane Ngezi,Runde RDC,12,Ingome Primary School,6700RDC1201,6,126,1,0,0,0,0,3,0,0,0,0,0,1,185,2,0,0,0,0,1,0,1,8,0,334,326
