Chamisa, Mnagagwa, Mnagagwa - Chamisa, % Mnagagwa - Chamisa, DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO.,POLLING STATION,STATION CODE
18,508,490,93,Hurungwe,Hurungwe East,Hurungwe RDC,3,Garahanga Farm House,3800HUR0302
38,517,479,86,Hurungwe,Hurungwe East,Hurungwe RDC,3,Mauya Secondary School,3800HUR0304
44,426,382,81,Hurungwe,Hurungwe East,Hurungwe RDC,3,Zebra Downs Primary School,3800HUR0307 A
32,319,287,81,Hurungwe,Hurungwe East,Hurungwe RDC,6,Dambanzara Primary School,3800HUR0602
12,169,157,86,Hurungwe,Hurungwe East,Hurungwe RDC,14,Kangurunguru Primary School,3800HUR1408
64,643,579,81,Hurungwe,Hurungwe East,Hurungwe RDC,19,Madzimoyo Primary School,3800HUR1903
20,234,214,84,Hurungwe,Hurungwe East,Hurungwe RDC,19,Nevern Plaice Primary School,3800HUR1904
10,119,109,84,Hurungwe,Hurungwe East,Hurungwe RDC,20,Inverness Farm house,3800HUR2004
49,587,538,84,Hurungwe,Hurungwe East,Hurungwe RDC,20,Lazy Five Primary School,3800HUR2005
53,785,732,87,Hurungwe,Hurungwe East,Hurungwe RDC,21,Hesketh Park Primary School,3800HUR2102
10,134,124,86,Hurungwe,Hurungwe North,Hurungwe RDC,9,Mpuse Primary School,3800HUR0911
1,24,23,92,Kariba,Kariba,Nyaminyami RDC,2,Gatshe Gatshe Irrigation Tent,3700NYA0201
413,33,-380,-85,Kariba,Kariba,Nyaminyami RDC,3,Dhove Pre-School Tent,3700NYA0302
40,4,-36,-81,Kariba,Kariba,Nyaminyami RDC,4,Sibilobilo Fishing Camp Tent,3700NYA0407
2,47,45,91,Kariba,Kariba,Nyaminyami RDC,7,Chipfidze Pre-School Tent,3700NYA0702
22,316,294,86,Kariba,Kariba,Nyaminyami RDC,10,Gunguhwe Primary School,3700NYA1001
6,129,123,91,Kariba,Kariba,Nyaminyami RDC,11,Hurenje Pre-School Tent,3700NYA1101
15,310,295,90,Makonde,Makonde,Makonde RDC,8,Chipo Primary School,7000MAK0802
30,606,576,90,Makonde,Makonde,Makonde RDC,8,Fiona Primary School,7000MAK0803
49,544,495,83,Makonde,Makonde,Makonde RDC,8,Kemukaka Primary School,7000MAK0806
35,640,605,89,Makonde,Makonde,Makonde RDC,8,Maysma Primary School,7000MAK0807
17,303,286,89,Makonde,Makonde,Makonde RDC,8,Musoromuchena Primary School,7000MAK0808
28,616,588,91,Makonde,Makonde,Makonde RDC,8,Nyamatanda Primary School,7000MAK0809
34,378,344,83,Makonde,Makonde,Makonde RDC,8,Nyamatsitu Farm Settlement Tent,7000MAK0810
34,423,389,85,Makonde,Makonde,Makonde RDC,8,Poker Ranch (Chitena) Tent,7000MAK0812
42,676,634,88,Makonde,Makonde,Makonde RDC,8,West Ranch Primary School,7000MAK0814
21,327,306,87,Makonde,Makonde,Makonde RDC,9,Magogi Secondary School,7000MAK0903
38,507,469,86,Makonde,Makonde,Makonde RDC,9,Manyamba Primary School,7000MAK0904
36,364,328,82,Makonde,Makonde,Makonde RDC,19,Listonshields Primary School,7000MAK1905
26,448,422,89,Makonde,Mhangura,Makonde RDC,1,Binge Primary School,7000MAK0101 A
21,454,433,91,Makonde,Mhangura,Makonde RDC,1,Binge Primary School,7000MAK0101 B
18,340,322,89,Makonde,Mhangura,Makonde RDC,1,Chipiri/Chitatu Primary School,7000MAK0102
12,410,398,94,Makonde,Mhangura,Makonde RDC,1,Doma Safari Primary School,7000MAK0103
22,407,385,89,Makonde,Mhangura,Makonde RDC,1,Jechenene Primary School,7000MAK0104
25,574,549,91,Makonde,Mhangura,Makonde RDC,1,Kosana Primary School,7000MAK0105
16,714,698,95,Makonde,Mhangura,Makonde RDC,1,Vrede Primary School,7000MAK0106
15,328,313,91,Makonde,Mhangura,Makonde RDC,2,Chimanimani Secondary School,7000MAK0201
11,145,134,85,Makonde,Mhangura,Makonde RDC,2,Mukuyu Primary School,7000MAK0202
16,382,366,91,Makonde,Mhangura,Makonde RDC,2,Gravelotte Primary School,7000MAK0205
14,407,393,93,Makonde,Mhangura,Makonde RDC,2,Ozana Primary School,7000MAK0206
49,642,593,85,Makonde,Mhangura,Makonde RDC,2,Mukamba Secondary School,7000MAK0208
13,333,320,92,Makonde,Mhangura,Makonde RDC,2,Northend Primary School,7000MAK0209
15,463,448,93,Makonde,Mhangura,Makonde RDC,3,Two Tree Dam Primary School,7000MAK0304
21,355,334,88,Makonde,Mhangura,Makonde RDC,4,Devonia Primary School,7000MAK0403
26,331,305,85,Makonde,Mhangura,Makonde RDC,4,Gombera Primary School,7000MAK0405
26,315,289,84,Makonde,Mhangura,Makonde RDC,4,Urume Secondary School,7000MAK0408
33,315,282,81,Makonde,Mhangura,Makonde RDC,4,Silverhills Primary School,7000MAK0411
25,436,411,89,Makonde,Mhangura,Makonde RDC,5,Fynnland Primary School,7000MAK0502 A
18,440,422,92,Makonde,Mhangura,Makonde RDC,5,Fynnland Primary School,7000MAK0502 B
20,308,288,87,Makonde,Mhangura,Makonde RDC,5,Tendera Primary School,7000MAK0505
25,560,535,91,Makonde,Mhangura,Makonde RDC,6,East Range Primary School,7000MAK0602
35,550,515,88,Makonde,Mhangura,Makonde RDC,6,Glynammel Primary School,7000MAK0603
12,234,222,90,Makonde,Mhangura,Makonde RDC,6,Nyamugomba Clinic,7000MAK0605
15,339,324,91,Makonde,Mhangura,Makonde RDC,11,Onapatari Primary School,7000MAK1106
27,400,373,87,Makonde,Mhangura,Makonde RDC,11,Ponderosa Primary School,7000MAK1107 A
29,397,368,86,Makonde,Mhangura,Makonde RDC,11,Ponderosa Primary School,7000MAK1107 B
20,464,444,91,Makonde,Mhangura,Makonde RDC,11,Wildene Primary School,7000MAK1109
16,175,159,83,Makonde,Mhangura,Makonde RDC,13,Arcadia Farm Settlement,7000MAK1301
29,314,285,83,Makonde,Mhangura,Makonde RDC,13,Chisaki Farm Settlement,7000MAK1302
7,137,130,90,Makonde,Mhangura,Makonde RDC,13,Highlands Farm Settlement,7000MAK1304
19,198,179,82,Makonde,Mhangura,Makonde RDC,13,Muni Primary School,7000MAK1306
23,350,327,87,Makonde,Mhangura,Makonde RDC,13,Pfupi Primary School,7000MAK1307
21,214,193,82,Mhondoro-Ngezi,Mhondoro-Ngezi,Mhondoro-Ngezi RDC,10,Paraiwa Tent,1000MNG1004
58,711,653,84,Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Muzvezve Block 8 Primary School,1000MNG1203
23,396,373,89,Mhondoro-Ngezi,Muzvezve,Mhondoro-Ngezi RDC,12,Sable Ranch Primary School,1000MNG1205
58,616,558,82,Sanyati,Chakari,Sanyati RDC,1,Blue Grass Primary School,2400SAN0101
22,242,220,83,Sanyati,Chakari,Sanyati RDC,1,Findon Farm Tent,2400SAN0105
7,390,383,96,Sanyati,Chakari,Sanyati RDC,1,Rooney Estate Tent,2400SAN0113
11,238,227,91,Sanyati,Chakari,Sanyati RDC,2,Barclay Chase Farm Tent,2400SAN0202
30,473,443,88,Sanyati,Chakari,Sanyati RDC,2,Barclay Chase Primary,2400SAN0203
11,259,248,91,Sanyati,Chakari,Sanyati RDC,2,East Medina Farm Shed,2400SAN0204
11,235,224,91,Sanyati,Chakari,Sanyati RDC,2,Massachusets Farm ECD Building,2400SAN0207
22,355,333,88,Sanyati,Chakari,Sanyati RDC,2,Milanwood Farm Secondary School,2400SAN0209
23,440,417,90,Sanyati,Chakari,Sanyati RDC,2,Milverton Primary School,2400SAN0210
44,758,714,89,Sanyati,Chakari,Sanyati RDC,2,Rondor Primary School,2400SAN0213
38,368,330,81,Sanyati,Chakari,Sanyati RDC,2,Sunnybank Primary School,2400SAN0214 A
26,382,356,87,Sanyati,Chakari,Sanyati RDC,2,Sunnybank Primary School,2400SAN0214 B
34,533,499,88,Sanyati,Chakari,Sanyati RDC,3,Blackmorevale Primary School,2400SAN0301 A
25,547,522,91,Sanyati,Chakari,Sanyati RDC,3,Blackmorevale Primary School,2400SAN0301 B
13,191,178,87,Sanyati,Chakari,Sanyati RDC,3,Chadchunt Farm Tent,2400SAN0302
17,391,374,91,Sanyati,Chakari,Sanyati RDC,3,Mopani (Chavey Chase) Tent,2400SAN0303
7,299,292,95,Sanyati,Chakari,Sanyati RDC,3,Deweras Farm Shed,2400SAN0306
24,521,497,91,Sanyati,Chakari,Sanyati RDC,3,Esterlea Primary School,2400SAN0307 A
39,494,455,85,Sanyati,Chakari,Sanyati RDC,3,Esterlea Primary School,2400SAN0307 B
39,518,479,85,Sanyati,Chakari,Sanyati RDC,3,Kabanga (Rhod Plant Plantation) Tent,2400SAN0309
32,468,436,87,Sanyati,Chakari,Sanyati RDC,4,Gambiza Shopping Centre Tent,2400SAN0403
37,466,429,85,Sanyati,Chakari,Sanyati RDC,4,Mamvuramachena Primary School,2400SAN0406
36,701,665,90,Sanyati,Chakari,Sanyati RDC,5,Batanai (Vere) Secondary School,2400SAN0501
45,522,477,84,Sanyati,Chakari,Sanyati RDC,5,Boterekwa Primary School,2400SAN0502
35,635,600,89,Sanyati,Chakari,Sanyati RDC,5,Jarahwa Primary School,2400SAN0503
11,231,220,90,Sanyati,Chakari,Sanyati RDC,5,Marimari Primary School,2400SAN0504
4,83,79,90,Sanyati,Chakari,Sanyati RDC,5,Marimari South Tent,2400SAN0505
24,364,340,87,Sanyati,Chakari,Sanyati RDC,5,Musambanyama Primary School,2400SAN0506
71,688,617,81,Sanyati,Chakari,Sanyati RDC,5,Nyoka Business Centre Tent,2400SAN0508
27,641,614,91,Sanyati,Chakari,Sanyati RDC,5,Platinum Primary School,2400SAN0509
40,383,343,81,Sanyati,Chakari,Sanyati RDC,7,Nharire Primary School,2400SAN0703
3,88,85,93,Sanyati,Chakari,Sanyati RDC,7,Village 8 Tent,2400SAN0704
37,499,462,86,Sanyati,Sanyati,Sanyati RDC,16,Madzivaenzou Primary School,2400SAN1604
14,321,307,91,Sanyati,Sanyati,Sanyati RDC,16,Sarukweza Primary School,2400SAN1607
22,256,234,84,Zvimba,Zvimba North,Zvimba RDC,13,Ardsisi Primary School,8600ZVI1301
6,454,448,97,Zvimba,Zvimba North,Zvimba RDC,13,Chininga Primary School,8600ZVI1303 A
5,463,458,97,Zvimba,Zvimba North,Zvimba RDC,13,Chininga Primary School,8600ZVI1303 B
27,455,428,88,Zvimba,Zvimba North,Zvimba RDC,13,Conrise Farm Settlement Shed,8600ZVI1305
17,572,555,94,Zvimba,Zvimba North,Zvimba RDC,13,Mafuta Farm Settlement Shed,8600ZVI1306
10,377,367,94,Zvimba,Zvimba North,Zvimba RDC,13,Manga Farm Settlement Shed,8600ZVI1307
41,623,582,87,Zvimba,Zvimba North,Zvimba RDC,13,Minehaha Farm Settlement Shed,8600ZVI1308
59,618,559,82,Zvimba,Zvimba North,Zvimba RDC,13,Pamwechete Primary School,8600ZVI1309
5,593,588,98,Zvimba,Zvimba North,Zvimba RDC,13,Royal Bucks Primary School,8600ZVI1310
3,111,108,94,Zvimba,Zvimba North,Zvimba RDC,13,SS Ranch Farm Tent,8600ZVI1311
19,251,232,85,Zvimba,Zvimba North,Zvimba RDC,13,Zilawa Farm Settlement Shed,8600ZVI1312
41,439,398,82,Zvimba,Zvimba North,Zvimba RDC,14,Great Gain Primary School,8600ZVI1402
24,306,282,85,Zvimba,Zvimba North,Zvimba RDC,14,Inkari Farm Settlement Shed,8600ZVI1403
46,596,550,85,Zvimba,Zvimba North,Zvimba RDC,14,Inyati (Chepstow) Primary School,8600ZVI1404
10,172,162,89,Zvimba,Zvimba North,Zvimba RDC,14,Kelston Park Farm Settlement Shed,8600ZVI1405
21,231,210,83,Zvimba,Zvimba North,Zvimba RDC,14,Rarie Farm Settlement Shed,8600ZVI1407
62,677,615,83,Zvimba,Zvimba North,Zvimba RDC,15,Windsor Primary School,8600ZVI1511
15,242,227,88,Zvimba,Zvimba North,Zvimba RDC,17,Mariondale Farm Settlement Tent,8600ZVI1704
38,536,498,86,Zvimba,Zvimba North,Zvimba RDC,30,Holderness Farm Settlement Tent,8600ZVI3002
38,391,353,82,Zvimba,Zvimba North,Zvimba RDC,30,Mvou Primary School,8600ZVI3004
26,418,392,88,Zvimba,Zvimba North,Zvimba RDC,30,Nchefu Farm Settlement Tent,8600ZVI3005
18,407,389,91,Zvimba,Zvimba North,Zvimba RDC,30,Perth Primary School,8600ZVI3007
20,271,251,86,Zvimba,Zvimba North,Zvimba RDC,31,Junction Farm Settlement Tent,8600ZVI3103
25,325,300,85,Zvimba,Zvimba North,Zvimba RDC,31,Montegomery Farm Settlement Tent,8600ZVI3105
16,173,157,83,Zvimba,Zvimba South,Zvimba RDC,19,Mvebi Farm Tent,8600ZVI1902
32,380,348,84,Zvimba,Zvimba South,Zvimba RDC,32,Maquadzi Primary School,8600ZVI3202
