MASHONALAND WEST PROVINCE: 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS:30 JULY 2018 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Zvimba,Zvimba East,Zvimba RDC,35,Kintyre Primary School,8600ZVI3508,2,155,0,0,0,1,1,2,0,0,0,0,0,0,124,2,0,1,1,0,1,0,1,6,0,297,291
Zvimba,Zvimba East,Zvimba RDC,35,JS Omar Workshop,8600ZVI3509 A,1,467,0,0,0,0,1,2,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,3,0,598,595
Zvimba,Zvimba East,Zvimba RDC,35,JS Omar Workshop,8600ZVI3509 B,0,472,1,0,0,0,2,2,0,0,0,0,0,0,106,2,0,1,1,0,0,0,0,0,0,587,587
Zvimba,Zvimba East,Zvimba RDC,35,Kumboyedza Primary School,8600ZVI3512,1,134,0,0,0,0,0,2,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,195,195
Zvimba,Zvimba East,Zvimba RDC,35,Lake Chivero Primary School,8600ZVI3513,0,92,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,0,122,120
Zvimba,Zvimba East,Zvimba RDC,35,Rainham Primary School,8600ZVI3514,0,314,1,0,0,0,0,4,0,0,0,0,0,0,230,1,0,1,1,0,1,2,0,11,0,566,555
Zvimba,Zvimba East,Zvimba RDC,35,Sabina Mugabe Tent,8600ZVI3515 A,0,319,0,0,0,0,0,3,1,0,0,0,0,1,358,0,0,1,4,1,0,0,1,8,0,697,689
Zvimba,Zvimba East,Zvimba RDC,35,Sabina Mugabe Tent,8600ZVI3515 B,4,326,0,0,0,0,2,3,0,1,0,0,0,0,341,0,0,0,3,1,0,0,0,1,0,682,681
Zvimba,Zvimba East,Zvimba RDC,35,Stapleford Siding Tent,8600ZVI3516,4,303,2,0,1,2,0,6,0,0,0,0,0,1,197,3,0,2,2,0,1,2,2,21,0,549,528
Zvimba,Zvimba East,Zvimba RDC,35,Whitehouse Business Centre Tent,8600ZVI3517 A,0,491,2,0,0,0,0,1,0,0,0,0,0,0,211,1,0,0,5,0,0,1,0,7,0,719,712
Zvimba,Zvimba East,Zvimba RDC,35,Whitehouse Business Centre Tent,8600ZVI3517 B,0,512,2,0,0,0,1,2,0,0,0,0,0,0,175,1,1,1,3,0,0,2,0,1,0,701,700
Zvimba,Zvimba East,Zvimba RDC,35,Whitecliff North Shops Tent,8600ZVI3518 A,2,428,0,0,0,1,1,2,1,0,1,0,0,0,334,0,0,0,5,0,0,0,0,8,0,783,775
Zvimba,Zvimba East,Zvimba RDC,35,Whitecliff North Shops Tent,8600ZVI3518 B,2,424,0,0,0,0,0,4,0,1,0,0,0,1,331,1,0,0,4,0,1,0,0,6,0,775,769
,,,,,Ward Total,34,10306,20,0,3,15,16,83,4,5,1,1,3,7,4801,31,6,21,38,6,4,12,6,145,0,15568,15423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,85,16179,61,6,9,39,38,174,10,11,8,9,6,22,15465,67,16,36,85,19,18,23,13,470,0,32869,32399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,13,Ardsisi Primary School,8600ZVI1301,1,22,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,1,0,1,0,281,280
Zvimba,Zvimba North,Zvimba RDC,13,Berhills Ranch Farm Settlement Shed,8600ZVI1302,2,37,0,0,1,0,0,1,0,0,1,0,0,0,277,2,0,0,0,0,0,0,1,7,0,329,322
Zvimba,Zvimba North,Zvimba RDC,13,Chininga Primary School,8600ZVI1303 A,1,6,0,1,0,1,0,0,0,1,0,0,0,0,454,0,0,1,1,0,1,0,0,4,0,471,467
Zvimba,Zvimba North,Zvimba RDC,13,Chininga Primary School,8600ZVI1303 B,1,5,0,0,0,0,1,0,0,0,1,0,0,1,463,0,0,0,0,0,0,0,0,4,0,476,472
Zvimba,Zvimba North,Zvimba RDC,13,Chinomwe Primary School,8600ZVI1304,1,37,0,0,0,1,0,1,0,0,0,1,0,2,148,0,0,0,1,0,0,0,0,6,0,198,192
Zvimba,Zvimba North,Zvimba RDC,13,Conrise Farm Settlement Shed,8600ZVI1305,3,27,2,0,0,1,0,1,0,0,0,1,0,0,455,0,0,0,0,0,1,0,1,0,0,492,492
Zvimba,Zvimba North,Zvimba RDC,13,Mafuta Farm Settlement Shed,8600ZVI1306,0,17,0,0,1,0,0,0,0,0,1,0,0,0,572,2,0,1,1,0,0,0,0,5,0,600,595
Zvimba,Zvimba North,Zvimba RDC,13,Manga Farm Settlement Shed,8600ZVI1307,1,10,0,0,0,0,0,0,0,1,0,0,0,1,377,1,0,0,1,1,0,0,0,5,0,398,393
Zvimba,Zvimba North,Zvimba RDC,13,Minehaha Farm Settlement Shed,8600ZVI1308,4,41,2,0,1,0,0,3,0,0,1,0,0,0,623,1,0,0,1,1,2,0,1,8,0,689,681
Zvimba,Zvimba North,Zvimba RDC,13,Pamwechete Primary School,8600ZVI1309,0,59,1,0,1,0,0,0,0,0,0,0,0,1,618,0,0,1,3,0,1,0,0,11,0,696,685
Zvimba,Zvimba North,Zvimba RDC,13,Royal Bucks Primary School,8600ZVI1310,1,5,2,0,0,0,0,0,0,1,0,0,0,1,593,0,0,0,2,0,1,1,0,4,0,611,607
Zvimba,Zvimba North,Zvimba RDC,13,SS Ranch Farm Tent,8600ZVI1311,1,3,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,2,0,117,115
Zvimba,Zvimba North,Zvimba RDC,13,Zilawa Farm Settlement Shed,8600ZVI1312,1,19,1,0,0,1,1,1,0,0,0,0,0,2,251,0,0,0,1,0,0,0,0,0,0,278,278
,,,,,Ward Total,17,288,8,1,4,4,2,7,0,3,4,2,0,8,5198,6,0,3,11,2,6,2,3,57,0,5636,5579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,14,Dalston Primary School,8600ZVI1401,1,117,1,0,0,0,1,3,1,0,1,0,0,0,340,0,0,1,1,0,0,0,1,4,0,472,468
Zvimba,Zvimba North,Zvimba RDC,14,Great Gain Primary School,8600ZVI1402,1,41,1,0,0,0,0,3,0,0,0,0,0,0,439,1,1,0,1,0,1,0,0,1,0,490,489
Zvimba,Zvimba North,Zvimba RDC,14,Inkari Farm Settlement Shed,8600ZVI1403,0,24,0,0,0,0,1,1,0,0,0,0,0,0,306,0,0,0,1,0,0,0,0,0,0,333,333
Zvimba,Zvimba North,Zvimba RDC,14,Inyati (Chepstow) Primary School,8600ZVI1404,1,46,2,1,0,1,0,1,0,0,0,0,1,0,596,1,1,0,2,0,0,0,0,16,0,669,653
Zvimba,Zvimba North,Zvimba RDC,14,Kelston Park Farm Settlement Shed,8600ZVI1405,0,10,0,0,0,1,0,0,0,1,0,0,0,0,172,0,0,0,1,0,0,0,0,2,0,187,185
Zvimba,Zvimba North,Zvimba RDC,14,Mwala Oyera Farm Settlement,8600ZVI1406,2,36,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,1,2,0,0,0,0,7,0,318,311
Zvimba,Zvimba North,Zvimba RDC,14,Rarie Farm Settlement Shed,8600ZVI1407,1,21,3,0,0,1,0,2,0,0,1,0,0,1,231,0,0,1,0,0,0,0,0,5,0,267,262
,,,,,Ward Total,6,295,7,1,0,3,2,10,1,1,2,0,1,1,2354,2,2,3,8,0,1,0,1,35,0,2736,2701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,15,Chrome HQ Primary School,8600ZVI1501,1,384,1,0,0,1,0,2,0,0,0,0,0,0,188,1,0,0,5,0,0,0,0,9,0,592,583
Zvimba,Zvimba North,Zvimba RDC,15,Kildonan Siding Farm Settlement Tent,8600ZVI1502,1,75,2,0,0,0,0,1,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,5,0,239,234
Zvimba,Zvimba North,Zvimba RDC,15,Lone Cow Primary School,8600ZVI1503,1,55,0,0,0,0,0,1,0,0,0,0,0,0,177,2,0,0,0,1,0,0,0,2,0,239,237
Zvimba,Zvimba North,Zvimba RDC,15,Maplanka Primary School,8600ZVI1504,0,26,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,3,0,194,191
Zvimba,Zvimba North,Zvimba RDC,15,Muriel Mine Primary School,8600ZVI1505,2,299,2,0,1,0,1,3,0,0,0,0,0,0,364,0,0,0,3,0,0,0,0,7,0,682,675
Zvimba,Zvimba North,Zvimba RDC,15,Mutorashanga High School,8600ZVI1506,0,214,0,0,1,2,0,2,0,0,0,0,0,0,200,0,0,0,0,1,0,0,1,4,0,425,421
Zvimba,Zvimba North,Zvimba RDC,15,Muzare Cooperative Mine Tent,8600ZVI1507,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,0,0,38,38
Zvimba,Zvimba North,Zvimba RDC,15,Rugare Mine Co-operative Tent,8600ZVI1508,1,42,0,0,0,0,0,0,0,0,0,0,0,1,281,1,0,0,1,0,1,0,0,2,0,330,328
Zvimba,Zvimba North,Zvimba RDC,15,Urungwe Farm Settlement Tent,8600ZVI1509,2,72,2,0,0,2,1,1,0,0,0,0,0,1,673,1,0,0,0,0,0,1,1,6,0,763,757
Zvimba,Zvimba North,Zvimba RDC,15,Vanad Mine Primary School,8600ZVI1510,1,67,2,0,0,0,0,1,0,0,0,0,0,0,262,0,0,0,0,0,0,1,0,2,0,336,334
Zvimba,Zvimba North,Zvimba RDC,15,Windsor Primary School,8600ZVI1511,1,62,0,0,0,0,0,2,0,2,0,1,3,3,677,0,0,1,5,0,1,0,0,22,0,780,758
,,,,,Ward Total,10,1300,9,0,2,5,2,13,0,2,0,1,3,6,3174,5,0,1,14,2,2,3,2,62,0,4618,4556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,16,Raffingora Primary School,8600ZVI1601,0,154,2,1,0,0,0,0,0,1,0,0,0,0,314,1,0,0,5,0,0,0,1,6,0,485,479
Zvimba,Zvimba North,Zvimba RDC,16,Raffingora Secondary School,8600ZVI1602,1,146,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,4,1,0,0,0,18,0,403,385
,,,,,Ward Total,1,300,2,1,0,0,0,0,0,1,0,0,0,0,547,1,0,0,9,1,0,0,1,24,0,888,864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,17,Ayshire Primary School,8600ZVI1701,2,51,0,0,0,1,0,1,0,0,0,1,1,0,255,0,0,2,3,0,1,0,2,15,0,335,320
Zvimba,Zvimba North,Zvimba RDC,17,Bickleighvale Primary School,8600ZVI1702,1,65,2,0,1,0,1,3,0,2,0,0,0,0,369,1,1,1,2,0,0,1,1,3,0,454,451
Zvimba,Zvimba North,Zvimba RDC,17,Hunyani Primary School,8600ZVI1703 A,2,87,1,0,0,1,0,3,0,3,2,0,0,0,334,2,1,0,2,0,1,0,1,11,0,451,440
Zvimba,Zvimba North,Zvimba RDC,17,Hunyani Primary School,8600ZVI1703 B,2,96,0,0,1,1,2,4,0,0,1,0,0,0,334,3,0,0,2,1,0,0,1,18,0,466,448
Zvimba,Zvimba North,Zvimba RDC,17,Mariondale Farm Settlement Tent,8600ZVI1704,1,15,2,0,0,0,0,0,0,0,0,0,0,0,242,1,0,0,0,0,0,0,0,2,0,263,261
Zvimba,Zvimba North,Zvimba RDC,17,Newlands Primary School,8600ZVI1705,2,103,3,1,0,3,2,2,0,2,1,0,0,0,524,1,0,1,0,1,0,1,1,21,0,669,648
Zvimba,Zvimba North,Zvimba RDC,17,Pindi Park Primary School,8600ZVI1706,1,57,0,1,1,0,1,1,0,0,1,0,0,0,207,3,0,2,0,0,0,0,0,7,0,282,275
Zvimba,Zvimba North,Zvimba RDC,17,St Lucia Farm Settlement Tent,8600ZVI1707,4,52,1,0,1,0,0,0,0,0,1,0,1,0,370,1,0,0,4,0,0,2,1,8,0,446,438
,,,,,Ward Total,15,526,9,2,4,6,6,14,0,7,6,1,2,0,2635,12,2,6,13,2,2,4,7,85,0,3366,3281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,18,Bessville Farm House,8600ZVI1801,0,54,0,0,0,1,0,2,0,0,0,0,0,0,175,0,2,0,0,2,2,0,0,3,0,241,238
Zvimba,Zvimba North,Zvimba RDC,18,Crocodile Pool Primary School,8600ZVI1802,5,93,4,1,1,5,1,3,0,0,0,2,0,1,339,6,0,1,2,0,2,2,2,14,0,484,470
Zvimba,Zvimba North,Zvimba RDC,18,Dalkeith/Chidziva Primary School,8600ZVI1803,5,129,0,0,1,3,3,1,1,0,1,0,0,0,476,0,0,3,4,1,0,1,0,10,2,639,629
Zvimba,Zvimba North,Zvimba RDC,18,Gwina Farm Tent,8600ZVI1804,0,15,0,0,0,1,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,1,0,129,128
Zvimba,Zvimba North,Zvimba RDC,18,Muneni Farm Tent,8600ZVI1805,2,52,0,0,0,0,0,1,0,0,0,1,0,1,221,1,0,0,2,1,0,0,0,6,0,288,282
Zvimba,Zvimba North,Zvimba RDC,18,Riverside Farm Tent,8600ZVI1806,0,38,0,0,1,0,1,1,0,0,1,0,0,0,264,1,0,0,1,1,0,0,0,4,0,313,309
,,,,,Ward Total,12,381,4,1,3,10,5,8,1,0,2,3,0,2,1587,8,2,4,9,5,4,3,2,38,2,2094,2056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,30,Baron Gomo Primary School,8600ZVI3001,2,46,2,1,0,2,0,2,1,0,0,1,0,3,250,2,1,0,1,0,0,1,0,8,0,323,315
Zvimba,Zvimba North,Zvimba RDC,30,Holderness Farm Settlement Tent,8600ZVI3002,1,38,2,0,0,1,0,0,0,0,0,1,0,2,536,1,0,1,1,0,0,0,0,5,0,589,584
Zvimba,Zvimba North,Zvimba RDC,30,Katawa Primary School,8600ZVI3003,0,59,2,0,0,1,0,0,0,1,0,0,0,0,507,1,0,0,3,1,1,0,1,13,0,590,577
Zvimba,Zvimba North,Zvimba RDC,30,Mvou Primary School,8600ZVI3004,2,38,1,0,0,1,0,1,0,0,0,0,0,0,391,4,0,1,1,2,0,2,1,14,0,459,445
Zvimba,Zvimba North,Zvimba RDC,30,Nchefu Farm Settlement Tent,8600ZVI3005,4,26,3,0,0,1,0,0,0,0,0,0,0,1,418,2,1,1,2,1,0,2,0,16,0,478,462
Zvimba,Zvimba North,Zvimba RDC,30,Ndudza Primary School,8600ZVI3006,0,26,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,1,0,0,3,0,205,202
Zvimba,Zvimba North,Zvimba RDC,30,Perth Primary School,8600ZVI3007,0,18,2,0,0,1,0,0,0,0,0,0,0,1,407,0,0,0,0,0,0,1,1,10,0,441,431
,,,,,Ward Total,9,251,12,1,0,7,0,3,1,1,0,2,0,7,2684,10,2,3,8,4,2,6,3,69,0,3085,3016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba North,Zvimba RDC,31,Buwi Primary School,8600ZVI3101,1,49,3,1,0,0,0,3,0,0,0,1,0,0,319,0,1,0,0,1,2,0,0,6,0,387,381
Zvimba,Zvimba North,Zvimba RDC,31,Chambadzi Health Centre,8600ZVI3102,1,102,1,0,0,0,0,1,0,0,0,0,0,1,317,0,0,0,0,1,0,0,0,7,0,431,424
Zvimba,Zvimba North,Zvimba RDC,31,Junction Farm Settlement Tent,8600ZVI3103,1,20,1,0,0,0,0,0,0,0,0,0,0,0,271,0,1,0,0,1,0,0,1,7,0,303,296
Zvimba,Zvimba North,Zvimba RDC,31,Mayfort/Chikeya Farm Settlement Tent,8600ZVI3104,0,86,1,0,1,0,1,2,0,1,0,0,0,0,334,0,0,1,2,1,0,1,1,7,0,439,432
Zvimba,Zvimba North,Zvimba RDC,31,Montegomery Farm Settlement Tent,8600ZVI3105,1,25,2,0,0,0,1,1,0,0,0,0,0,3,325,0,0,0,1,2,1,0,0,6,0,368,362
Zvimba,Zvimba North,Zvimba RDC,31,Riverside Farm Primary School,8600ZVI3106,2,72,3,0,1,3,2,1,0,0,0,0,1,0,276,1,1,0,1,4,4,1,2,9,0,384,375
Zvimba,Zvimba North,Zvimba RDC,31,Tswitsi Farm Settlement Tent,8600ZVI3107,0,52,2,1,0,0,3,4,0,0,0,1,1,1,242,1,0,2,1,0,0,0,0,9,0,320,311
,,,,,Ward Total,6,406,13,2,2,3,7,12,0,1,0,2,2,5,2084,2,3,3,5,10,7,2,4,51,0,2632,2581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,76,3747,64,9,15,38,24,67,3,16,14,11,8,29,20263,46,11,23,77,26,24,20,23,421,2,25055,24634
Zvimba,Zvimba South,Zvimba RDC,3,Chikaka Primary School,8600ZVI0301,2,102,1,0,0,0,0,1,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,2,0,253,251
Zvimba,Zvimba South,Zvimba RDC,3,Chomutamba Primary School,8600ZVI0302,7,144,2,0,0,2,5,3,0,0,0,0,0,0,166,1,1,2,2,0,0,0,0,4,0,339,335
Zvimba,Zvimba South,Zvimba RDC,3,Karigamombe Pre-School,8600ZVI0303,1,47,1,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,2,0,87,85
Zvimba,Zvimba South,Zvimba RDC,3,Madzima Primary School,8600ZVI0304,3,191,1,1,0,0,1,8,0,1,0,0,0,0,217,1,0,1,7,0,2,0,0,2,0,436,434
Zvimba,Zvimba South,Zvimba RDC,3,Masiyarwa Primary School,8600ZVI0305,0,180,1,0,1,0,0,1,0,0,0,0,0,0,200,0,1,1,1,0,0,0,0,2,0,388,386
Zvimba,Zvimba South,Zvimba RDC,3,Mupumbu Primary School,8600ZVI0306,9,307,7,0,2,3,4,12,1,0,0,0,0,2,420,9,1,2,3,0,2,0,1,12,1,797,785
,,,,,Ward Total,22,971,13,1,3,5,10,25,1,1,0,0,0,2,1182,13,3,6,13,0,4,0,1,24,1,2300,2276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,6,Chikambi Primary School,8600ZVI0601,1,136,0,0,0,0,0,3,0,0,0,0,0,0,176,4,1,0,0,0,0,0,1,5,0,327,322
Zvimba,Zvimba South,Zvimba RDC,6,Gomera Business Centre Tent,8600ZVI0602,3,111,0,1,1,0,0,2,0,0,0,0,0,0,130,2,0,0,,2,0,0,0,8,0,260,252
Zvimba,Zvimba South,Zvimba RDC,6,Kutama Day Secondary School,8600ZVI0603,0,383,1,0,1,1,1,4,0,0,0,0,0,0,252,0,0,1,0,0,1,0,1,4,0,650,646
Zvimba,Zvimba South,Zvimba RDC,6,Mapfumo Village Tent,8600ZVI0604,1,333,3,1,1,1,0,2,1,2,1,0,0,0,247,2,1,1,2,0,0,0,0,1,0,600,599
Zvimba,Zvimba South,Zvimba RDC,6,Rothwell Extension Tent,8600ZVI0605,3,251,1,0,0,0,0,3,0,0,0,0,0,0,131,2,0,0,0,0,0,0,0,5,0,396,391
,,,,,Ward Total,8,1214,5,2,3,2,1,14,1,2,1,0,0,0,936,10,2,2,2,2,1,0,2,23,0,2233,2210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,19,Hunyani Piti Tent,8600ZVI1901,1,52,0,0,0,0,1,0,0,1,0,0,0,1,153,2,0,0,0,0,0,0,2,4,0,217,213
Zvimba,Zvimba South,Zvimba RDC,19,Mvebi Farm Tent,8600ZVI1902,0,16,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,1,3,0,193,190
Zvimba,Zvimba South,Zvimba RDC,19,Nidd Valley Primary School,8600ZVI1903,5,160,1,0,3,1,0,7,0,1,0,0,2,0,322,1,1,2,1,0,1,1,1,9,0,519,510
Zvimba,Zvimba South,Zvimba RDC,19,Stratford Primary School,8600ZVI1904,1,54,0,0,1,1,0,1,0,0,0,1,0,0,410,0,1,1,0,0,3,0,0,12,0,486,474
Zvimba,Zvimba South,Zvimba RDC,19,Trelawney Tobacco Training Centre Public Office,8600ZVI1905,3,205,6,1,1,1,2,2,0,1,0,1,0,1,422,3,1,1,4,0,0,1,1,30,0,687,657
Zvimba,Zvimba South,Zvimba RDC,19,Urundi Primary School,8600ZVI1906,4,150,0,1,1,0,0,2,0,1,0,0,1,1,370,2,0,1,2,0,0,0,0,11,0,547,536
Zvimba,Zvimba South,Zvimba RDC,19,Woodrow Primary School,8600ZVI1907,2,106,3,0,0,0,0,3,0,1,1,0,0,0,325,1,0,0,0,1,1,0,1,12,0,457,445
,,,,,Ward Total,16,743,10,2,6,3,3,15,0,5,1,2,3,3,2175,9,3,5,7,1,5,2,6,81,0,3106,3025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,21,Bonnievale Farm Tent,8600ZVI2101,5,86,0,0,1,1,0,6,0,0,0,1,0,1,182,1,1,0,0,0,0,0,1,8,0,294,286
Zvimba,Zvimba South,Zvimba RDC,21,Darwendale Primary School,8600ZVI2102,1,218,1,0,0,0,0,1,0,0,0,0,0,2,262,0,0,0,0,0,0,0,0,7,0,492,485
Zvimba,Zvimba South,Zvimba RDC,21,Hendra-Mutungati Farm Tent,8600ZVI2103,0,63,0,0,0,0,0,0,0,1,0,0,0,0,157,0,0,0,1,0,0,1,1,7,0,231,224
Zvimba,Zvimba South,Zvimba RDC,21,Hunyani Farm Tent,8600ZVI2104,0,8,0,0,0,0,1,1,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,35,35
Zvimba,Zvimba South,Zvimba RDC,21,Kasawe Primary School,8600ZVI2105,1,35,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,1,0,131,130
Zvimba,Zvimba South,Zvimba RDC,21,Kutama Farm Primary School,8600ZVI2106,3,191,1,1,1,0,0,5,1,0,0,0,0,1,306,0,0,1,1,0,2,1,1,12,0,528,516
Zvimba,Zvimba South,Zvimba RDC,21,Lazerby Primary School,8600ZVI2107,3,103,0,0,0,1,0,4,0,0,0,0,0,0,209,0,1,0,2,0,0,0,0,7,0,330,323
Zvimba,Zvimba South,Zvimba RDC,21,Maringove Primary School,8600ZVI2108 A,0,172,0,0,0,0,0,2,0,0,0,0,0,0,365,0,1,0,2,0,0,0,0,8,0,550,542
Zvimba,Zvimba South,Zvimba RDC,21,Maringove Primary School,8600ZVI2108 B,0,188,0,0,0,0,1,0,0,0,0,0,0,0,369,0,0,0,0,0,0,1,0,3,0,562,559
Zvimba,Zvimba South,Zvimba RDC,21,Maryland Farm Tent,8600ZVI2109,0,48,0,0,0,1,1,1,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,8,0,260,252
Zvimba,Zvimba South,Zvimba RDC,21,Mukonono Farm Tent,8600ZVI2110,2,46,0,0,1,0,0,3,0,0,0,0,1,0,80,2,0,0,0,0,0,0,0,6,0,141,135
Zvimba,Zvimba South,Zvimba RDC,21,Nicortina Estate Tent,8600ZVI2111,1,90,0,0,0,0,0,0,0,0,0,0,0,0,191,1,1,0,0,1,0,0,1,5,0,291,286
Zvimba,Zvimba South,Zvimba RDC,21,Shirleigh Farm Tent,8600ZVI2112,0,78,0,0,0,0,0,2,0,0,0,0,0,0,175,1,0,0,0,0,4,0,2,6,2,268,262
Zvimba,Zvimba South,Zvimba RDC,21,Zalonyka Farm Tent,8600ZVI2113,3,62,2,1,,0,0,0,0,0,0,0,0,1,136,0,0,0,0,0,0,0,0,9,0,214,205
,,,,,Ward Total,19,1388,4,2,3,3,3,25,1,1,0,1,1,5,2751,5,4,1,6,2,6,3,6,87,2,4327,4240
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,22,Banket Primary School,8600ZVI2201,2,270,0,0,1,0,0,2,0,0,0,0,0,0,168,0,0,0,1,0,0,0,0,10,0,454,444
Zvimba,Zvimba South,Zvimba RDC,22,Kuwadzana Primary School,8600ZVI2202 A,1,227,3,0,0,0,0,2,1,1,0,0,0,0,198,1,0,1,2,0,0,1,0,7,0,445,438
Zvimba,Zvimba South,Zvimba RDC,22,Kuwadzana Primary School,8600ZVI2202 B,1,240,0,0,0,0,0,1,0,0,0,0,0,0,194,0,0,0,2,0,1,0,0,6,0,445,439
Zvimba,Zvimba South,Zvimba RDC,22,Kuwadzana Secondary School,8600ZVI2203,0,101,0,0,0,1,1,3,0,1,0,0,0,0,65,0,0,0,3,0,0,0,1,0,0,176,176
Zvimba,Zvimba South,Zvimba RDC,22,Sacred Heart Secondary School,8600ZVI2204,0,146,1,0,0,0,0,0,0,0,2,0,0,0,124,0,0,0,1,0,1,0,0,2,0,277,275
,,,,,Ward Total,4,984,4,0,1,1,1,8,1,2,2,0,0,0,749,1,0,1,9,0,2,1,1,25,0,1797,1772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,23,Banket (St Joseph Catholic) Primary School,8600ZVI2301,2,356,4,0,0,2,1,2,0,0,1,0,0,0,281,0,0,1,1,0,0,0,0,8,0,659,651
Zvimba,Zvimba South,Zvimba RDC,23,Kuwadzana Community Hall,8600ZVI2302,2,421,4,0,0,0,0,5,0,0,1,0,0,0,387,1,0,2,3,0,0,0,0,15,0,841,826
,,,,,Ward Total,4,777,8,0,0,2,1,7,0,0,2,0,0,0,668,1,0,3,4,0,0,0,0,23,0,1500,1477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zvimba,Zvimba South,Zvimba RDC,32,Bhachi Primary School,8600ZVI3201,2,77,0,0,0,1,0,3,1,0,0,0,0,0,199,2,0,1,0,0,0,0,0,3,0,289,286
Zvimba,Zvimba South,Zvimba RDC,32,Maquadzi Primary School,8600ZVI3202,3,32,2,0,0,2,0,2,0,1,0,0,0,0,380,1,0,0,1,0,0,0,0,5,0,429,424
